,Title,Title_URL,Info,Number,Address,addax_URL,addax,additionallink_URL,additionallink,categories_URL,categories,proffoption,uiwide,findsimilar,Info1,Info2,Info3,uiwide4,addax_URL5,addax6,addax7,Name,lonLat,x,y
166,Ivars Pub Grønland AS,https://proff.no/selskap/ivars-pub-gr%C3%B8nland-as/oslo/barer-og-puber/IFABIAZ01X8/,Mer info,Org nr 924 325 739,"Grønlandsleiret 17 A, 0190 Oslo",,,https://proff.no/karts%C3%B8k?id=IFABIAZ01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/tadzedin-fetisi/-/985921/,Tadzedin Fetisi,(f 1974),,"[10.76441, 59.912058]",10.76441,59.912058
167,2 Gode Venner AS,https://proff.no/selskap/2-gode-venner-as/oslo/barer-og-puber/IFAFZM401X8/,Mer info,Org nr 924 534 796,"C. J. Hambros plass 5, 0164 Oslo",,,https://proff.no/karts%C3%B8k?id=IFAFZM401X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Styrets leder,https://proff.no/rolle/tadzedin-fetisi/-/985921/,Tadzedin Fetisi,(f 1974),,"[10.74086, 59.915408]",10.74086,59.915408
168,Boonsaeed Deena Hassan Saeed,https://proff.no/selskap/boonsaeed-deena-hassan-saeed/oslo/barer-og-puber/IFAKYAZ01X8/,Mer info,Org nr 924 766 379,"Kristoffer Robins vei 68, 0978 Oslo",,,https://proff.no/karts%C3%B8k?id=IFAKYAZ01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Innehaver,https://proff.no/rolle/deena-hassan-saeed/-/2171876/,Deena Hassan Saeed,(f 1990),,"[10.916746, 59.955262]",10.916746,59.955262
169,Srw Holding AS,https://proff.no/selskap/srw-holding-as/oslo/barer-og-puber/IFAO2LT01X8/,Mer info,Org nr 924 911 921,"Thorvald Meyers gate 18 A, 0555 Oslo",,,https://proff.no/karts%C3%B8k?id=IFAO2LT01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/serveringssteder/I:17842/?q=Serveringssteder,Serveringssteder,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Kontaktperson,https://proff.no/rolle/odd-steinar-t%C3%B8llefsen/-/346181/,Odd-Steinar Tøllefsen,(f 1964),,"[10.759225, 59.9281]",10.759225,59.9281
170,Dugurd Nam AS,https://proff.no/selskap/dugurd-nam-as/oslo/barer-og-puber/IFC1TZ101X8/,Mer info,Org nr 927 233 533,"Dronning Eufemias gate 16, 0191 Oslo",,,https://proff.no/karts%C3%B8k?id=IFC1TZ101X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/kantinetjenester/I:2602/?q=Kantinetjenester,Kantinetjenester,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            91
        ",Daglig leder,https://proff.no/rolle/sara-anette-weiberg/-/2086475/,Sara Anette Weiberg,(f 1989),,"[10.758949, 59.908252]",10.758949,59.908252
171,Bar No.53 AS,https://proff.no/selskap/bar-no.53-as/oslo/barer-og-puber/IFC62PN01X8/,Mer info,Org nr 927 431 483,"Schweigaards gate 53 A, 0191 Oslo",tel:45004226,450 04 226,https://proff.no/karts%C3%B8k?id=IFC62PN01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/jeppe-johannes-karlsrud/-/1700708/,Jeppe Johannes Karlsrud,(f 1995),,"[10.767726, 59.908638]",10.767726,59.908638
172,Fagervann AS,https://proff.no/selskap/fagervann-as/oslo/barer-og-puber/IFCX7UJ01X8/,Mer info,Org nr 928 697 851,"Fredensborgveien 17, 0177 Oslo",,,https://proff.no/karts%C3%B8k?id=IFCX7UJ01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Styrets leder,https://proff.no/rolle/j%C3%B8rgen-brevik/-/2205752/,Jørgen Brevik,(f 1997),,"[10.747983, 59.918375]",10.747983,59.918375
173,La Cave Palmer AS,https://proff.no/selskap/la-cave-palmer-as/oslo/barer-og-puber/IFCYXZ701X8/,Mer info,Org nr 928 778 371,"Lille Grensen 7, 0159 Oslo",,,https://proff.no/karts%C3%B8k?id=IFCYXZ701X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/morten-hofseth-olsen/-/329055/,Morten Hofseth-Olsen,(f 1977),,"[10.741189, 59.913806]",10.741189,59.913806
174,Kvadraturen Pubdrift AS,https://proff.no/selskap/kvadraturen-pubdrift-as/oslo/barer-og-puber/IFCZKEK01X8/,Mer info,Org nr 928 807 436,"Kongens gate 7, 0153 Oslo",,,https://proff.no/karts%C3%B8k?id=IFCZKEK01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/morten-guldvik/-/906603/,Morten Guldvik,(f 1984),,"[10.741444, 59.909983]",10.741444,59.909983
175,Boba & Co AS,https://proff.no/selskap/boba-co-as/oslo/barer-og-puber/IFCZIMB01X8/,Mer info,Org nr 928 805 123,"Stovner Senter 3, 0985 Oslo",,,https://proff.no/karts%C3%B8k?id=IFCZIMB01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            5
        ",Ansatte,,Daglig leder,https://proff.no/rolle/phuong-kim-thi-phan/-/2323199/,Phuong Kim Thi Phan,(f 1976),,"[10.923727, 59.961789]",10.923727,59.961789
176,Pubdrift 1 AS,https://proff.no/selskap/pubdrift-1-as/oslo/barer-og-puber/IFD1P2B01X8/,Mer info,Org nr 928 906 787,"C. J. Hambros plass 2, 0164 Oslo",,,https://proff.no/karts%C3%B8k?id=IFD1P2B01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Styrets leder,https://proff.no/rolle/thomas-flatmo/-/1200689/,Thomas Flatmo,(f 1987),,"[10.741089, 59.915999]",10.741089,59.915999
177,Byrået AS,https://proff.no/selskap/byr%C3%A5et-as/oslo/barer-og-puber/IFD4BWO01X8/,Mer info,Org nr 929 029 704,"Solhauggata 12 D, 0565 Oslo",,,https://proff.no/karts%C3%B8k?id=IFD4BWO01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Kontaktperson,https://proff.no/rolle/mathias-dyve-simenstad/-/2067795/,Mathias Dyve Simenstad,(f 1987),,"[10.770969, 59.924456]",10.770969,59.924456
178,Buen Bar AS,https://proff.no/selskap/buen-bar-as/oslo/barer-og-puber/IFD752801X8/,Mer info,Org nr 929 160 800,"Olaf Schous vei 2, 0572 Oslo",,,https://proff.no/karts%C3%B8k?id=IFD752801X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            2
        ",Ansatte,,Daglig leder,https://proff.no/rolle/june-s%C3%B8rensen/-/2340472/,June Sørensen,(f 1973),,"[10.781939, 59.930441]",10.781939,59.930441
179,Sing Sing Karaoke AS,https://proff.no/selskap/sing-sing-karaoke-as/oslo/barer-og-puber/IFD95TO01X8/,Mer info,Org nr 929 255 100,"Sommerrogata 13, 0255 Oslo",,,https://proff.no/karts%C3%B8k?id=IFD95TO01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Kontaktperson,https://proff.no/rolle/maichen-haugland/-/2358006/,Maichen Haugland,(f 1980),,"[10.718902, 59.915115]",10.718902,59.915115
180,Sannhet på Boks AS,https://proff.no/selskap/sannhet-p%C3%A5-boks-as/oslo/barer-og-puber/IFDC4R201X8/,Mer info,Org nr 929 393 678,"Fredensborgveien 22 A, 0177 Oslo",,,https://proff.no/karts%C3%B8k?id=IFDC4R201X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/erik-eugen-bruun/-/113776/,Erik Eugen Bruun,(f 1972),,"[10.747673, 59.918927]",10.747673,59.918927
181,Punk Royale Oslo AS,https://proff.no/selskap/punk-royale-oslo-as/oslo/barer-og-puber/IDPS63W01X8/,Mer info,Org nr 829 364 972,"Oscars gate 81, 0256 Oslo",,,https://proff.no/karts%C3%B8k?id=IDPS63W01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            14
        ",Ansatte,,Daglig leder,https://proff.no/rolle/gunnar-filip-wester/-/1393472/,Gunnar Filip Wester,(f 1977),,Error,E,r
182,0186 Bardrift AS,https://proff.no/selskap/0186-bardrift-as/oslo/barer-og-puber/IFDCY1U01X8/,Mer info,Org nr 929 431 650,"Karl Johans gate 27, 0159 Oslo",,,https://proff.no/karts%C3%B8k?id=IFDCY1U01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/morten-guldvik/-/906603/,Morten Guldvik,(f 1984),,"[10.73997, 59.913595]",10.73997,59.913595
183,Naturkorken AS,https://proff.no/selskap/naturkorken-as/oslo/barer-og-puber/IFDFDSA01X8/,Mer info,Org nr 929 545 354,"Ammerudhellinga 36, 0959 Oslo",tel:93272337,932 72 337,https://proff.no/karts%C3%B8k?id=IFDFDSA01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/marius-hunstad-hansen/-/2357759/,Marius Hunstad Hansen,(f 1991),,"[10.870672, 59.962071]",10.870672,59.962071
184,Solo Multiservices AS,https://proff.no/selskap/solo-multiservices-as/oslo/barer-og-puber/IFDFLA201X8/,Mer info,Org nr 929 555 066,"Storgata 43, 0182 Oslo",,,https://proff.no/karts%C3%B8k?id=IFDFLA201X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/solomon-ghebretnsae-ghebrihiwot/-/1929730/,Solomon Ghebretnsae Ghebrihiwot,(f 1978),,"[10.75521, 59.915315]",10.75521,59.915315
185,Refresh Via Village AS,https://proff.no/selskap/refresh-via-village-as/oslo/barer-og-puber/IFDFGTJ01X8/,Mer info,Org nr 929 549 287,"Munkedamsveien 29, 0251 Oslo",tel:45418671,454 18 671,https://proff.no/karts%C3%B8k?id=IFDFGTJ01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            3
        ",Ansatte,,Daglig leder,https://proff.no/rolle/neha-vij/-/1948966/,Neha Vij,(f 1990),,"[10.726725, 59.91217]",10.726725,59.91217
186,Weldesemayat Etiopisk Kaffeseremoni,https://proff.no/selskap/weldesemayat-etiopisk-kaffeseremoni/oslo/barer-og-puber/IFDHDPH01X8/,Mer info,Org nr 929 638 565,"Messepromenaden 7, 0279 Oslo",tel:40332404,403 32 404,https://proff.no/karts%C3%B8k?id=IFDHDPH01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Innehaver,https://proff.no/rolle/bayush-nigusse-weldesemayat/-/2361435/,Bayush Nigusse Weldesemayat,(f 1983),,"[10.680144, 59.920362]",10.680144,59.920362
187,Krok Bar AS,https://proff.no/selskap/krok-bar-as/oslo/barer-og-puber/IFDM0NA01X8/,Mer info,Org nr 929 854 918,"Youngstorget 1, 0181 Oslo",,,https://proff.no/karts%C3%B8k?id=IFDM0NA01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/nils-gustaf-emil-nilsson/-/2165448/,Nils-Gustaf Emil Nilsson,(f 1991),,"[10.75012, 59.914781]",10.75012,59.914781
188,Gvino AS,https://proff.no/selskap/gvino-as/oslo/barer-og-puber/IFDU2R601X8/,Mer info,Org nr 930 230 898,"Maridalsveien 9, 0178 Oslo",,,https://proff.no/karts%C3%B8k?id=IFDU2R601X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Styrets leder,https://proff.no/rolle/natia-kurua/-/1956496/,Natia Kurua,(f 1983),,"[10.751032, 59.921577]",10.751032,59.921577
189,Wining AS,https://proff.no/selskap/wining-as/oslo/barer-og-puber/IFDU6T401X8/,Mer info,Org nr 930 236 152,"Holmendammen terrasse 5, 0773 Oslo",tel:90010012,900 10 012,https://proff.no/karts%C3%B8k?id=IFDU6T401X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/gaute-gude-teigen/-/135134/,Gaute Gude Teigen,(f 1972),,"[10.678427, 59.947282]",10.678427,59.947282
190,Lodexer AS,https://proff.no/selskap/lodexer-as/oslo/barer-og-puber/IGAADVW01X8/,Mer info,Org nr 984 739 532,"Hegdehaugsveien 24, 0352 Oslo",tel:97768906,977 68 906,https://proff.no/karts%C3%B8k?id=IGAADVW01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2020

            0' NOK
        ",Driftsinntekter 2020,"
            Ansatte

            0
        ",Daglig leder,https://proff.no/rolle/bent-kristian-finset/-/53172/,Bent Kristian Finset,(f 1971),,"[10.72762, 59.920996]",10.72762,59.920996
191,Andy's Pub,https://proff.no/selskap/andys-pub/oslo/barer-og-puber/IEO6XPK01X8/,Mer info,Org nr 887 160 872,"Stortingsgata 8, 0161 Oslo",tel:22426846,22 42 68 46,https://proff.no/karts%C3%B8k?id=IEO6XPK01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            0
        ",Daglig leder,https://proff.no/rolle/yasir-khan/-/510979/,Yasir Khan,(f 1975),Andys Pubdrift AS,"[10.73755, 59.913151]",10.73755,59.913151
192,Nye Tamara ANS,https://proff.no/selskap/nye-tamara-ans/oslo/barer-og-puber/IGBOFEU01X8/,Mer info,Org nr 987 074 310,"Toftes gate 50, 0556 Oslo",tel:22375680,22 37 56 80,https://proff.no/karts%C3%B8k?id=IGBOFEU01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            0
        ",Ansatte,,Daglig leder,https://proff.no/rolle/rafi-rafiei-rozbahani/-/382098/,Rafi Rafiei Rozbahani,(f 1973),,"[10.761557, 59.925721]",10.761557,59.925721
193,Bar Robinet,https://proff.no/selskap/bar-robinet/oslo/barer-og-puber/IG8GAHE01X8/,Mer info,Org nr 981 655 826,"Mariboes gate 7, 0183 Oslo",tel:22200150,22 20 01 50,https://proff.no/karts%C3%B8k?id=IG8GAHE01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            7
        ",Ansatte,,Innehaver,https://proff.no/rolle/david-gurrik/-/92883/,David Gurrik,(f 1969),Bar Robinet Gurrik,"[10.750526, 59.916394]",10.750526,59.916394
194,Arbeidergata Restaurantdrift AS,https://proff.no/selskap/arbeidergata-restaurantdrift-as/oslo/barer-og-puber/IGEQP5001X8/,Mer info,Org nr 992 219 076,"Toftes gate 41 A, 0552 Oslo",tel:94145461,941 45 461,https://proff.no/karts%C3%B8k?id=IGEQP5001X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            0
        ",Daglig leder,https://proff.no/rolle/raymond-stubben/-/798052/,Raymond Stubben,(f 1973),,"[10.760985, 59.924381]",10.760985,59.924381
195,"Hvelvet Studentpub, Studentunionen Ved Campus",https://proff.no/selskap/hvelvet-studentpub-studentunionen-ved-campus/oslo/barer-og-puber/IGFXJ4O01X8/,Mer info,Org nr 994 217 496,"Kirkegata 24, 0153 Oslo",tel:47321526,473 21 526,https://proff.no/karts%C3%B8k?id=IGFXJ4O01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Styrets leder,https://proff.no/rolle/anna-sedova/-/2214161/,Anna Sedova,(f 1999),"Hvelvet Studentpub, Studentunionen Ved Campus Kristiania","[10.744853, 59.911213]",10.744853,59.911213
196,Traugots Kjeller,https://proff.no/selskap/traugots-kjeller/oslo/barer-og-puber/IG86P5H01X8/,Mer info,Org nr 981 208 277,"Sem Sælands vei 7, 0371 Oslo",tel:22858092,22 85 80 92,https://proff.no/karts%C3%B8k?id=IG86P5H01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/sigve-n%C3%A6ss-r%C3%B8tvold/-/2242104/,Sigve Næss Røtvold,(f 1999),,"[10.719243, 59.938539]",10.719243,59.938539
197,Ole Andreas Hermansen,https://proff.no/selskap/ole-andreas-hermansen/oslo/barer-og-puber/IGAOWST01X8/,Mer info,Org nr 985 417 229,"Pilestredet Park 34, 0176 Oslo",,,https://proff.no/karts%C3%B8k?id=IGAOWST01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Innehaver,https://proff.no/rolle/ole-andreas-hermansen/-/354713/,Ole Andreas Hermansen,(f 1979),,"[10.737343, 59.920141]",10.737343,59.920141
198,Cafe Cito Morteza Fatehi,https://proff.no/selskap/cafe-cito-morteza-fatehi/oslo/barer-og-puber/IGCQZ1J01X8/,Mer info,Org nr 988 872 679,"Jordalgata 2, 0657 Oslo",tel:21921550,21 92 15 50,https://proff.no/karts%C3%B8k?id=IGCQZ1J01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            0
        ",Ansatte,,Innehaver,https://proff.no/rolle/morteza-fatehi/-/332502/,Morteza Fatehi,(f 1963),,"[10.779197, 59.90832]",10.779197,59.90832
199,Realistforeningen,https://proff.no/selskap/realistforeningen/oslo/barer-og-puber/IG45Y4H01X8/,Mer info,Org nr 974 454 785,"Moltke Moes vei 35, 0851 Oslo",tel:22854710,22 85 47 10,https://proff.no/karts%C3%B8k?id=IG45Y4H01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/didrik-svellingen/-/2278571/,Didrik Svellingen,(f 1996),,"[10.723175, 59.9402]",10.723175,59.9402
200,Uglebo,https://proff.no/selskap/uglebo/oslo/barer-og-puber/IGC6WZI01X8/,Mer info,Org nr 987 936 894,"Niels Henrik Abels vei 36, 0371 Oslo",,,https://proff.no/karts%C3%B8k?id=IGC6WZI01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/juline-emilia-torp-dalessandro/-/1880828/,Juline Emilia Torp D'alessandro,(f 1995),,"[10.723686, 59.942082]",10.723686,59.942082
201,Filologisk Forening,https://proff.no/selskap/filologisk-forening/oslo/barer-og-puber/IG8LMWF01X8/,Mer info,Org nr 981 905 199,"Niels Henrik Abels vei 36, 0371 Oslo",tel:22854461,22 85 44 61,https://proff.no/karts%C3%B8k?id=IG8LMWF01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/juline-emilia-torp-dalessandro/-/1880828/,Juline Emilia Torp D'alessandro,(f 1995),,"[10.723686, 59.942082]",10.723686,59.942082
202,Event Norway AS,https://proff.no/selskap/event-norway-as/oslo/barer-og-puber/IF2SDQC01X8-1/,Mer info,Org nr 911 676 036,"Parkveien 80, 0254 Oslo",,,https://proff.no/karts%C3%B8k?id=IF2SDQC01X8-1,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/andreas-mortensen/-/1558766/,Andreas Mortensen,(f 1983),,"[10.718933, 59.912147]",10.718933,59.912147
203,Trea Restaurant Tekie,https://proff.no/selskap/trea-restaurant-tekie/oslo/barer-og-puber/IGIQ1W301X8/,Mer info,Org nr 998 907 411,"Holsts gate 9 B, 0473 Oslo",,,https://proff.no/karts%C3%B8k?id=IGIQ1W301X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            0
        ",Ansatte,,Innehaver,https://proff.no/rolle/merhawi-gebrehiwet-tekie/-/1527847/,Merhawi Gebrehiwet Tekie,(f 1983),,"[10.761492, 59.931378]",10.761492,59.931378
204,Kongens Bar Ram Partap,https://proff.no/selskap/kongens-bar-ram-partap/oslo/barer-og-puber/IGBXCH701X8/,Mer info,Org nr 987 490 411,"Kristian Augusts gate 13, 0164 Oslo",tel:22116611,22 11 66 11,https://proff.no/karts%C3%B8k?id=IGBXCH701X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Innehaver,https://proff.no/rolle/ram-partap/-/385047/,Ram Partap,(f 1946),,"[10.737562, 59.916806]",10.737562,59.916806
205,Edvards Kaffebar Preben Henning,https://proff.no/selskap/edvards-kaffebar-preben-henning/oslo/barer-og-puber/IGA2HEX01X8/,Mer info,Org nr 984 370 857,"Schous plass 1, 0552 Oslo",,,https://proff.no/karts%C3%B8k?id=IGA2HEX01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            0
        ",Ansatte,,Innehaver,https://proff.no/rolle/preben-henning/-/379543/,Preben Henning,(f 1981),,"[10.759596, 59.921139]",10.759596,59.921139
206,Enoteca Svanen,https://proff.no/selskap/enoteca-svanen/oslo/barer-og-puber/IF2QZ1T01X8/,Mer info,Org nr 911 610 353,"Solveien 106 A, 1162 Oslo",,,https://proff.no/karts%C3%B8k?id=IF2QZ1T01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Styrets leder,https://proff.no/rolle/kjell-thomas-almskog/-/263291/,Kjell Thomas Almskog,(f 1965),Restauranthuset D64 AS,"[10.791383, 59.86377]",10.791383,59.86377
207,Kjelland Sportsbar Teberh Kidane Kaffel,https://proff.no/selskap/kjelland-sportsbar-teberh-kidane-kaffel/oslo/barer-og-puber/IF31CDX01X8/,Mer info,Org nr 912 094 197,"Waldemar Thranes gate 65 A, 0173 Oslo",tel:97511394,975 11 394,https://proff.no/karts%C3%B8k?id=IF31CDX01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            3
        ",Ansatte,,Daglig leder,https://proff.no/rolle/teberh-kidane-kaffel/-/1588711/,Teberh Kidane Kaffel,(f 1982),,"[10.749195, 59.927789]",10.749195,59.927789
